(0.015418, -0.000008, -0.054355),(0.044586, 0.070085, -0.003136, 0.996539),(0.015418, -0.000008, -0.054355),(0.044586, 0.070085, -0.003136, 0.996539),(0,0, 0,0, -0,1),(0.139405, -0.089303, 0.986200),(0.020979, -0.003570, -0.015014),
(0.015418, -0.000008, -0.054355),(0.044586, 0.070085, -0.003136, 0.996539),(0.015418, -0.000008, -0.054355),(0.044586, 0.070085, -0.003136, 0.996539),(0,0, 0,0, -0,1),(0.139405, -0.089303, 0.986200),(0.020979, -0.003570, -0.015014),
(0.015418, -0.000008, -0.054355),(0.044586, 0.070085, -0.003136, 0.996539),(0.015418, -0.000008, -0.054355),(0.044586, 0.070085, -0.003136, 0.996539),(0,0, 0,0, -0,1),(0.139405, -0.089303, 0.986200),(0.020979, -0.003570, -0.015014),
(0.015418, -0.000008, -0.054355),(0.044586, 0.070085, -0.003136, 0.996539),(0.015418, -0.000008, -0.054355),(0.044586, 0.070085, -0.003136, 0.996539),(0,0, 0,0, -0,1),(0.139405, -0.089303, 0.986200),(0.020979, -0.003570, -0.015014),
(0.015418, -0.000008, -0.054355),(0.044586, 0.070085, -0.003136, 0.996539),(0.015418, -0.000008, -0.054355),(0.044586, 0.070085, -0.003136, 0.996539),(0,0, 0,0, -0,1),(0.139405, -0.089303, 0.986200),(0.020979, -0.003570, -0.015014),
(0.015418, -0.000008, -0.054355),(0.044586, 0.070085, -0.003136, 0.996539),(0.015418, -0.000008, -0.054355),(0.044586, 0.070085, -0.003136, 0.996539),(0,0, 0,0, -0,1),(0.139405, -0.089303, 0.986200),(0.020979, -0.003570, -0.015014),
(0.015418, -0.000008, -0.054355),(0.044586, 0.070085, -0.003136, 0.996539),(0.015418, -0.000008, -0.054355),(0.044586, 0.070085, -0.003136, 0.996539),(0,0, 0,0, -0,1),(0.139405, -0.089303, 0.986200),(0.020979, -0.003570, -0.015014),
(0.015418, -0.000008, -0.054355),(0.044586, 0.070085, -0.003136, 0.996539),(0.015418, -0.000008, -0.054355),(0.044586, 0.070085, -0.003136, 0.996539),(0,0, 0,0, -0,1),(0.139405, -0.089303, 0.986200),(0.020979, -0.003570, -0.015014),
(0.015418, -0.000008, -0.054355),(0.044586, 0.070085, -0.003136, 0.996539),(0.015418, -0.000008, -0.054355),(0.044586, 0.070085, -0.003136, 0.996539),(0,0, 0,0, -0,1),(0.139405, -0.089303, 0.986200),(0.020979, -0.003570, -0.015014),
(0.015418, -0.000008, -0.054355),(0.044586, 0.070085, -0.003136, 0.996539),(0.015418, -0.000008, -0.054355),(0.044586, 0.070085, -0.003136, 0.996539),(0,0, 0,0, -0,1),(0.139405, -0.089303, 0.986200),(0.020979, -0.003570, -0.015014),
(0.015418, -0.000008, -0.054355),(0.044586, 0.070085, -0.003136, 0.996539),(0.015418, -0.000008, -0.054355),(0.044586, 0.070085, -0.003136, 0.996539),(0,0, 0,0, -0,1),(0.139405, -0.089303, 0.986200),(0.020979, -0.003570, -0.015014),
(0.015418, -0.000008, -0.054355),(0.044586, 0.070085, -0.003136, 0.996539),(0.015418, -0.000008, -0.054355),(0.044586, 0.070085, -0.003136, 0.996539),(0,0, 0,0, -0,1),(0.139405, -0.089303, 0.986200),(0.020979, -0.003570, -0.015014),
(0.015418, -0.000008, -0.054355),(0.044586, 0.070085, -0.003136, 0.996539),(0.015418, -0.000008, -0.054355),(0.044586, 0.070085, -0.003136, 0.996539),(0,0, 0,0, -0,1),(0.139405, -0.089303, 0.986200),(0.020979, -0.003570, -0.015014),
(0.015418, -0.000008, -0.054355),(0.044586, 0.070085, -0.003136, 0.996539),(0.015418, -0.000008, -0.054355),(0.044586, 0.070085, -0.003136, 0.996539),(0,0, 0,0, -0,1),(0.139405, -0.089303, 0.986200),(0.020979, -0.003570, -0.015014),
(0.015418, -0.000008, -0.054355),(0.044586, 0.070085, -0.003136, 0.996539),(0.015418, -0.000008, -0.054355),(0.044586, 0.070085, -0.003136, 0.996539),(0,0, 0,0, -0,1),(0.139405, -0.089303, 0.986200),(0.020979, -0.003570, -0.015014),
(0.015418, -0.000008, -0.054355),(0.044586, 0.070085, -0.003136, 0.996539),(0.015418, -0.000008, -0.054355),(0.044586, 0.070085, -0.003136, 0.996539),(0,0, 0,0, -0,1),(0.139405, -0.089303, 0.986200),(0.020979, -0.003570, -0.015014),
(0.015418, -0.000008, -0.054355),(0.044586, 0.070085, -0.003136, 0.996539),(0.015418, -0.000008, -0.054355),(0.044586, 0.070085, -0.003136, 0.996539),(0,0, 0,0, -0,1),(0.139405, -0.089303, 0.986200),(0.020979, -0.003570, -0.015014),
(0.015418, -0.000008, -0.054355),(0.044586, 0.070085, -0.003136, 0.996539),(0.015418, -0.000008, -0.054355),(0.044586, 0.070085, -0.003136, 0.996539),(0,0, 0,0, -0,1),(0.139405, -0.089303, 0.986200),(0.020979, -0.003570, -0.015014),
(0.015418, -0.000008, -0.054355),(0.044586, 0.070085, -0.003136, 0.996539),(0.015418, -0.000008, -0.054355),(0.044586, 0.070085, -0.003136, 0.996539),(0,0, 0,0, -0,1),(0.139405, -0.089303, 0.986200),(0.020979, -0.003570, -0.015014),
(0.015418, -0.000008, -0.054355),(0.044586, 0.070085, -0.003136, 0.996539),(0.015418, -0.000008, -0.054355),(0.044586, 0.070085, -0.003136, 0.996539),(0,0, 0,0, -0,1),(0.139405, -0.089303, 0.986200),(0.020979, -0.003570, -0.015014),
(0.015418, -0.000008, -0.054355),(0.044586, 0.070085, -0.003136, 0.996539),(0.015418, -0.000008, -0.054355),(0.044586, 0.070085, -0.003136, 0.996539),(0,0, 0,0, -0,1),(0.139405, -0.089303, 0.986200),(0.020979, -0.003570, -0.015014),
(0.015418, -0.000008, -0.054355),(0.044586, 0.070085, -0.003136, 0.996539),(0.015418, -0.000008, -0.054355),(0.044586, 0.070085, -0.003136, 0.996539),(0,0, 0,0, -0,1),(0.139405, -0.089303, 0.986200),(0.020979, -0.003570, -0.015014),
(0.015418, -0.000008, -0.054355),(0.044586, 0.070085, -0.003136, 0.996539),(0.015418, -0.000008, -0.054355),(0.044586, 0.070085, -0.003136, 0.996539),(0,0, 0,0, -0,1),(0.139405, -0.089303, 0.986200),(0.020979, -0.003570, -0.015014),
(0.015418, -0.000008, -0.054355),(0.044586, 0.070085, -0.003136, 0.996539),(0.015418, -0.000008, -0.054355),(0.044586, 0.070085, -0.003136, 0.996539),(0,0, 0,0, -0,1),(0.139405, -0.089303, 0.986200),(0.020979, -0.003570, -0.015014),
(0.015418, -0.000008, -0.054355),(0.044586, 0.070085, -0.003136, 0.996539),(0.015418, -0.000008, -0.054355),(0.044586, 0.070085, -0.003136, 0.996539),(0,0, 0,0, -0,1),(0.139405, -0.089303, 0.986200),(0.020979, -0.003570, -0.015014),
(0.015418, -0.000008, -0.054355),(0.044586, 0.070085, -0.003136, 0.996539),(0.015418, -0.000008, -0.054355),(0.044586, 0.070085, -0.003136, 0.996539),(0,0, 0,0, -0,1),(0.139405, -0.089303, 0.986200),(0.020979, -0.003570, -0.015014),
(0.015418, -0.000008, -0.054355),(0.044586, 0.070085, -0.003136, 0.996539),(0.015418, -0.000008, -0.054355),(0.044586, 0.070085, -0.003136, 0.996539),(0,0, 0,0, -0,1),(0.139405, -0.089303, 0.986200),(0.020979, -0.003570, -0.015014),
(0.015418, -0.000008, -0.054355),(0.044586, 0.070085, -0.003136, 0.996539),(0.015418, -0.000008, -0.054355),(0.044586, 0.070085, -0.003136, 0.996539),(0,0, 0,0, -0,1),(0.139405, -0.089303, 0.986200),(0.020979, -0.003570, -0.015014),
(0.015418, -0.000008, -0.054355),(0.044586, 0.070085, -0.003136, 0.996539),(0.015418, -0.000008, -0.054355),(0.044586, 0.070085, -0.003136, 0.996539),(0,0, 0,0, -0,1),(0.139405, -0.089303, 0.986200),(0.020979, -0.003570, -0.015014),
(0.015418, -0.000008, -0.054355),(0.044586, 0.070085, -0.003136, 0.996539),(0.015418, -0.000008, -0.054355),(0.044586, 0.070085, -0.003136, 0.996539),(0,0, 0,0, -0,1),(0.139405, -0.089303, 0.986200),(0.020979, -0.003570, -0.015014),
(0.015418, -0.000008, -0.054355),(0.044586, 0.070085, -0.003136, 0.996539),(0.015418, -0.000008, -0.054355),(0.044586, 0.070085, -0.003136, 0.996539),(0,0, 0,0, -0,1),(0.139405, -0.089303, 0.986200),(0.020979, -0.003570, -0.015014),
(0.015418, -0.000008, -0.054355),(0.044586, 0.070085, -0.003136, 0.996539),(0.015418, -0.000008, -0.054355),(0.044586, 0.070085, -0.003136, 0.996539),(0,0, 0,0, -0,1),(0.139405, -0.089303, 0.986200),(0.020979, -0.003570, -0.015014),
(0.015418, -0.000008, -0.054355),(0.044586, 0.070085, -0.003136, 0.996539),(0.015418, -0.000008, -0.054355),(0.044586, 0.070085, -0.003136, 0.996539),(0,0, 0,0, -0,1),(0.139405, -0.089303, 0.986200),(0.020979, -0.003570, -0.015014),
(0.015418, -0.000008, -0.054355),(0.044586, 0.070085, -0.003136, 0.996539),(0.015418, -0.000008, -0.054355),(0.044586, 0.070085, -0.003136, 0.996539),(0,0, 0,0, -0,1),(0.139405, -0.089303, 0.986200),(0.020979, -0.003570, -0.015014),
(0.015418, -0.000008, -0.054355),(0.044586, 0.070085, -0.003136, 0.996539),(0.015418, -0.000008, -0.054355),(0.044586, 0.070085, -0.003136, 0.996539),(0,0, 0,0, -0,1),(0.139405, -0.089303, 0.986200),(0.020979, -0.003570, -0.015014),
(0.015418, -0.000008, -0.054355),(0.044586, 0.070085, -0.003136, 0.996539),(0.015418, -0.000008, -0.054355),(0.044586, 0.070085, -0.003136, 0.996539),(0,0, 0,0, -0,1),(0.139405, -0.089303, 0.986200),(0.020979, -0.003570, -0.015014),
(0.015418, -0.000008, -0.054355),(0.044586, 0.070085, -0.003136, 0.996539),(0.015418, -0.000008, -0.054355),(0.044586, 0.070085, -0.003136, 0.996539),(0,0, 0,0, -0,1),(0.139405, -0.089303, 0.986200),(0.020979, -0.003570, -0.015014),
(0.015418, -0.000008, -0.054355),(0.044586, 0.070085, -0.003136, 0.996539),(0.015418, -0.000008, -0.054355),(0.044586, 0.070085, -0.003136, 0.996539),(0,0, 0,0, -0,1),(0.139405, -0.089303, 0.986200),(0.020979, -0.003570, -0.015014),
(0.015418, -0.000008, -0.054355),(0.044586, 0.070085, -0.003136, 0.996539),(0.015418, -0.000008, -0.054355),(0.044586, 0.070085, -0.003136, 0.996539),(0,0, 0,0, -0,1),(0.139405, -0.089303, 0.986200),(0.020979, -0.003570, -0.015014),
(0.015418, -0.000008, -0.054355),(0.044586, 0.070085, -0.003136, 0.996539),(0.015418, -0.000008, -0.054355),(0.044586, 0.070085, -0.003136, 0.996539),(0,0, 0,0, -0,1),(0.139405, -0.089303, 0.986200),(0.020979, -0.003570, -0.015014),
(0.015418, -0.000008, -0.054355),(0.044586, 0.070085, -0.003136, 0.996539),(0.015418, -0.000008, -0.054355),(0.044586, 0.070085, -0.003136, 0.996539),(0,0, 0,0, -0,1),(0.139405, -0.089303, 0.986200),(0.020979, -0.003570, -0.015014),
(0.015418, -0.000008, -0.054355),(0.044586, 0.070085, -0.003136, 0.996539),(0.015418, -0.000008, -0.054355),(0.044586, 0.070085, -0.003136, 0.996539),(0,0, 0,0, -0,1),(0.139405, -0.089303, 0.986200),(0.020979, -0.003570, -0.015014),
(0.015418, -0.000008, -0.054355),(0.044586, 0.070085, -0.003136, 0.996539),(0.015418, -0.000008, -0.054355),(0.044586, 0.070085, -0.003136, 0.996539),(0,0, 0,0, -0,1),(0.139405, -0.089303, 0.986200),(0.020979, -0.003570, -0.015014),
(0.015418, -0.000008, -0.054355),(0.044586, 0.070085, -0.003136, 0.996539),(0.015418, -0.000008, -0.054355),(0.044586, 0.070085, -0.003136, 0.996539),(0,0, 0,0, -0,1),(0.139405, -0.089303, 0.986200),(0.020979, -0.003570, -0.015014),
(0.015418, -0.000008, -0.054355),(0.044586, 0.070085, -0.003136, 0.996539),(0.015418, -0.000008, -0.054355),(0.044586, 0.070085, -0.003136, 0.996539),(0,0, 0,0, -0,1),(0.139405, -0.089303, 0.986200),(0.020979, -0.003570, -0.015014),
(0.015418, -0.000008, -0.054355),(0.044586, 0.070085, -0.003136, 0.996539),(0.015418, -0.000008, -0.054355),(0.044586, 0.070085, -0.003136, 0.996539),(0,0, 0,0, -0,1),(0.139405, -0.089303, 0.986200),(0.020979, -0.003570, -0.015014),
(0.015418, -0.000008, -0.054355),(0.044586, 0.070085, -0.003136, 0.996539),(0.015418, -0.000008, -0.054355),(0.044586, 0.070085, -0.003136, 0.996539),(0,0, 0,0, -0,1),(0.139405, -0.089303, 0.986200),(0.020979, -0.003570, -0.015014),
(0.015418, -0.000008, -0.054355),(0.044586, 0.070085, -0.003136, 0.996539),(0.015418, -0.000008, -0.054355),(0.044586, 0.070085, -0.003136, 0.996539),(0,0, 0,0, -0,1),(0.139405, -0.089303, 0.986200),(0.020979, -0.003570, -0.015014),
(0.015418, -0.000008, -0.054355),(0.044586, 0.070085, -0.003136, 0.996539),(0.015418, -0.000008, -0.054355),(0.044586, 0.070085, -0.003136, 0.996539),(0,0, 0,0, -0,1),(0.139405, -0.089303, 0.986200),(0.020979, -0.003570, -0.015014),
(0.015418, -0.000008, -0.054355),(0.044586, 0.070085, -0.003136, 0.996539),(0.015418, -0.000008, -0.054355),(0.044586, 0.070085, -0.003136, 0.996539),(0,0, 0,0, -0,1),(0.139405, -0.089303, 0.986200),(0.020979, -0.003570, -0.015014),
(0.015418, -0.000008, -0.054355),(0.044586, 0.070085, -0.003136, 0.996539),(0.015418, -0.000008, -0.054355),(0.044586, 0.070085, -0.003136, 0.996539),(0,0, 0,0, -0,1),(0.139405, -0.089303, 0.986200),(0.020979, -0.003570, -0.015014),
(0.015418, -0.000008, -0.054355),(0.044586, 0.070085, -0.003136, 0.996539),(0.015418, -0.000008, -0.054355),(0.044586, 0.070085, -0.003136, 0.996539),(0,0, 0,0, -0,1),(0.139405, -0.089303, 0.986200),(0.020979, -0.003570, -0.015014),
(0.015418, -0.000008, -0.054355),(0.044586, 0.070085, -0.003136, 0.996539),(0.015418, -0.000008, -0.054355),(0.044586, 0.070085, -0.003136, 0.996539),(0,0, 0,0, -0,1),(0.139405, -0.089303, 0.986200),(0.020979, -0.003570, -0.015014),
(0.015418, -0.000008, -0.054355),(0.044586, 0.070085, -0.003136, 0.996539),(0.015418, -0.000008, -0.054355),(0.044586, 0.070085, -0.003136, 0.996539),(0,0, 0,0, -0,1),(0.139405, -0.089303, 0.986200),(0.020979, -0.003570, -0.015014),
(0.015418, -0.000008, -0.054355),(0.044586, 0.070085, -0.003136, 0.996539),(0.015418, -0.000008, -0.054355),(0.044586, 0.070085, -0.003136, 0.996539),(0,0, 0,0, -0,1),(0.139405, -0.089303, 0.986200),(0.020979, -0.003570, -0.015014),
(0.015418, -0.000008, -0.054355),(0.044586, 0.070085, -0.003136, 0.996539),(0.015418, -0.000008, -0.054355),(0.044586, 0.070085, -0.003136, 0.996539),(0,0, 0,0, -0,1),(0.139405, -0.089303, 0.986200),(0.020979, -0.003570, -0.015014),
(0.015418, -0.000008, -0.054355),(0.044586, 0.070085, -0.003136, 0.996539),(0.015418, -0.000008, -0.054355),(0.044586, 0.070085, -0.003136, 0.996539),(0,0, 0,0, -0,1),(0.139405, -0.089303, 0.986200),(0.020979, -0.003570, -0.015014),
(0.015418, -0.000008, -0.054355),(0.044586, 0.070085, -0.003136, 0.996539),(0.015418, -0.000008, -0.054355),(0.044586, 0.070085, -0.003136, 0.996539),(0,0, 0,0, -0,1),(0.139405, -0.089303, 0.986200),(0.020979, -0.003570, -0.015014),
(0.015418, -0.000008, -0.054355),(0.044586, 0.070085, -0.003136, 0.996539),(0.015418, -0.000008, -0.054355),(0.044586, 0.070085, -0.003136, 0.996539),(0,0, 0,0, -0,1),(0.139405, -0.089303, 0.986200),(0.020979, -0.003570, -0.015014),
(0.015418, -0.000008, -0.054355),(0.044586, 0.070085, -0.003136, 0.996539),(0.015418, -0.000008, -0.054355),(0.044586, 0.070085, -0.003136, 0.996539),(0,0, 0,0, -0,1),(0.139405, -0.089303, 0.986200),(0.020979, -0.003570, -0.015014),
(0.015418, -0.000008, -0.054355),(0.044586, 0.070085, -0.003136, 0.996539),(0.015418, -0.000008, -0.054355),(0.044586, 0.070085, -0.003136, 0.996539),(0,0, 0,0, -0,1),(0.139405, -0.089303, 0.986200),(0.020979, -0.003570, -0.015014),
(0.015418, -0.000008, -0.054355),(0.044586, 0.070085, -0.003136, 0.996539),(0.015418, -0.000008, -0.054355),(0.044586, 0.070085, -0.003136, 0.996539),(0,0, 0,0, -0,1),(0.139405, -0.089303, 0.986200),(0.020979, -0.003570, -0.015014),
(0.015418, -0.000008, -0.054355),(0.044586, 0.070085, -0.003136, 0.996539),(0.015418, -0.000008, -0.054355),(0.044586, 0.070085, -0.003136, 0.996539),(0,0, 0,0, -0,1),(0.139405, -0.089303, 0.986200),(0.020979, -0.003570, -0.015014),
(0.015418, -0.000008, -0.054355),(0.044586, 0.070085, -0.003136, 0.996539),(0.015418, -0.000008, -0.054355),(0.044586, 0.070085, -0.003136, 0.996539),(0,0, 0,0, -0,1),(0.139405, -0.089303, 0.986200),(0.020979, -0.003570, -0.015014),
(0.015418, -0.000008, -0.054355),(0.044586, 0.070085, -0.003136, 0.996539),(0.015418, -0.000008, -0.054355),(0.044586, 0.070085, -0.003136, 0.996539),(0,0, 0,0, -0,1),(0.139405, -0.089303, 0.986200),(0.020979, -0.003570, -0.015014),
(0.015418, -0.000008, -0.054355),(0.044586, 0.070085, -0.003136, 0.996539),(0.015418, -0.000008, -0.054355),(0.044586, 0.070085, -0.003136, 0.996539),(0,0, 0,0, -0,1),(0.139405, -0.089303, 0.986200),(0.020979, -0.003570, -0.015014),
(0.015418, -0.000008, -0.054355),(0.044586, 0.070085, -0.003136, 0.996539),(0.015418, -0.000008, -0.054355),(0.044586, 0.070085, -0.003136, 0.996539),(0,0, 0,0, -0,1),(0.139405, -0.089303, 0.986200),(0.020979, -0.003570, -0.015014),
(0.015418, -0.000008, -0.054355),(0.044586, 0.070085, -0.003136, 0.996539),(0.015418, -0.000008, -0.054355),(0.044586, 0.070085, -0.003136, 0.996539),(0,0, 0,0, -0,1),(0.139405, -0.089303, 0.986200),(0.020979, -0.003570, -0.015014),
(0.015418, -0.000008, -0.054355),(0.044586, 0.070085, -0.003136, 0.996539),(0.015418, -0.000008, -0.054355),(0.044586, 0.070085, -0.003136, 0.996539),(0,0, 0,0, -0,1),(0.139405, -0.089303, 0.986200),(0.020979, -0.003570, -0.015014),
(0.015418, -0.000008, -0.054355),(0.044586, 0.070085, -0.003136, 0.996539),(0.015418, -0.000008, -0.054355),(0.044586, 0.070085, -0.003136, 0.996539),(0,0, 0,0, -0,1),(0.139405, -0.089303, 0.986200),(0.020979, -0.003570, -0.015014),
(0.015418, -0.000008, -0.054355),(0.044586, 0.070085, -0.003136, 0.996539),(0.015418, -0.000008, -0.054355),(0.044586, 0.070085, -0.003136, 0.996539),(0,0, 0,0, -0,1),(0.139405, -0.089303, 0.986200),(0.020979, -0.003570, -0.015014),
(0.015418, -0.000008, -0.054355),(0.044586, 0.070085, -0.003136, 0.996539),(0.015418, -0.000008, -0.054355),(0.044586, 0.070085, -0.003136, 0.996539),(0,0, 0,0, -0,1),(0.139405, -0.089303, 0.986200),(0.020979, -0.003570, -0.015014),
(0.015418, -0.000008, -0.054355),(0.044586, 0.070085, -0.003136, 0.996539),(0.015418, -0.000008, -0.054355),(0.044586, 0.070085, -0.003136, 0.996539),(0,0, 0,0, -0,1),(0.139405, -0.089303, 0.986200),(0.020979, -0.003570, -0.015014),
(0.015418, -0.000008, -0.054355),(0.044586, 0.070085, -0.003136, 0.996539),(0.015418, -0.000008, -0.054355),(0.044586, 0.070085, -0.003136, 0.996539),(0,0, 0,0, -0,1),(0.139405, -0.089303, 0.986200),(0.020979, -0.003570, -0.015014),
(0.015418, -0.000008, -0.054355),(0.044586, 0.070085, -0.003136, 0.996539),(0.015418, -0.000008, -0.054355),(0.044586, 0.070085, -0.003136, 0.996539),(0,0, 0,0, -0,1),(0.139405, -0.089303, 0.986200),(0.020979, -0.003570, -0.015014),
(0.015418, -0.000008, -0.054355),(0.044586, 0.070085, -0.003136, 0.996539),(0.015418, -0.000008, -0.054355),(0.044586, 0.070085, -0.003136, 0.996539),(0,0, 0,0, -0,1),(0.139405, -0.089303, 0.986200),(0.020979, -0.003570, -0.015014),
(0.015418, -0.000008, -0.054355),(0.044586, 0.070085, -0.003136, 0.996539),(0.015418, -0.000008, -0.054355),(0.044586, 0.070085, -0.003136, 0.996539),(0,0, 0,0, -0,1),(0.139405, -0.089303, 0.986200),(0.020979, -0.003570, -0.015014),
(0.015418, -0.000008, -0.054355),(0.044586, 0.070085, -0.003136, 0.996539),(0.015418, -0.000008, -0.054355),(0.044586, 0.070085, -0.003136, 0.996539),(0,0, 0,0, -0,1),(0.139405, -0.089303, 0.986200),(0.020979, -0.003570, -0.015014),
(0.015418, -0.000008, -0.054355),(0.044586, 0.070085, -0.003136, 0.996539),(0.015418, -0.000008, -0.054355),(0.044586, 0.070085, -0.003136, 0.996539),(0,0, 0,0, -0,1),(0.139405, -0.089303, 0.986200),(0.020979, -0.003570, -0.015014),
(0.015418, -0.000008, -0.054355),(0.044586, 0.070085, -0.003136, 0.996539),(0.015418, -0.000008, -0.054355),(0.044586, 0.070085, -0.003136, 0.996539),(0,0, 0,0, -0,1),(0.139405, -0.089303, 0.986200),(0.020979, -0.003570, -0.015014),
(0.015418, -0.000008, -0.054355),(0.044586, 0.070085, -0.003136, 0.996539),(0.015418, -0.000008, -0.054355),(0.044586, 0.070085, -0.003136, 0.996539),(0,0, 0,0, -0,1),(0.139405, -0.089303, 0.986200),(0.020979, -0.003570, -0.015014),
(0.015418, -0.000008, -0.054355),(0.044586, 0.070085, -0.003136, 0.996539),(0.015418, -0.000008, -0.054355),(0.044586, 0.070085, -0.003136, 0.996539),(0,0, 0,0, -0,1),(0.139405, -0.089303, 0.986200),(0.020979, -0.003570, -0.015014),
(0.015418, -0.000008, -0.054355),(0.044586, 0.070085, -0.003136, 0.996539),(0.015418, -0.000008, -0.054355),(0.044586, 0.070085, -0.003136, 0.996539),(0,0, 0,0, -0,1),(0.139405, -0.089303, 0.986200),(0.020979, -0.003570, -0.015014),
